timestamp,frame_file,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,temp_mpu,temp_bmp,pressure_hpa,altitude_bmp,motor_left_dir,motor_left_speed,motor_right_dir,motor_right_speed,servo1_angle,servo2_angle
1747352043.5074778,1747352043.507.jpg,-0.026611328125,0.014892578125,1.04833984375,0.5343511450381679,0.22900763358778625,1.0763358778625953,158.24,-33.120000000000005,-3.68,29.188823529411767,28.07772020721989,-1957.825347099938,-1,0,0,0,0,90,90
1747352044.3060343,1747352044.306.jpg,-0.02978515625,-0.000244140625,1.05517578125,0.4732824427480916,-0.05343511450381679,1.1908396946564885,158.24,-33.120000000000005,-3.68,29.141764705882352,28.052255658441958,-1957.9777363441206,-1,0,0,0,0,90,90
1747352044.5642037,1747352044.564.jpg,-0.029296875,0.0078125,1.061767578125,0.4580152671755725,0.061068702290076333,1.2213740458015268,158.24,-33.120000000000005,-3.68,29.188823529411767,28.052255658441958,-1958.0064069604755,-1,0,0,0,0,90,90
1747352044.8251708,1747352044.825.jpg,-0.02880859375,0.00634765625,1.04931640625,0.5572519083969466,0.17557251908396945,0.9389312977099237,158.24,-33.120000000000005,-3.68,29.141764705882352,28.06498841227044,-1957.9445544342716,-1,0,0,0,0,90,90
1747352045.0910192,1747352045.091.jpg,-0.028076171875,0.00244140625,1.05126953125,0.5038167938931297,-0.04580152671755725,1.1297709923664123,158.24,-33.120000000000005,-3.68,29.141764705882352,28.052255658441958,-1957.949065720126,-1,0,0,0,0,90,90
1747352045.3578877,1747352045.358.jpg,-0.0283203125,-0.00048828125,1.058837890625,0.549618320610687,1.9312977099236641,1.099236641221374,157.32,-33.120000000000005,-2.7600000000000002,29.141764705882352,28.052255658441958,-1957.9777363441206,-1,0,0,0,0,90,90
1747352045.6270998,1747352045.627.jpg,-0.026611328125,0.003662109375,1.07080078125,0.7175572519083969,0.11450381679389313,1.0076335877862594,158.24,-33.120000000000005,-3.68,29.188823529411767,28.052255658441958,-1958.0064069604755,-1,0,0,0,0,90,90
1747352045.8938005,1747352045.894.jpg,-0.0234375,0.00390625,1.062744140625,0.5725190839694656,0.19083969465648856,1.1145038167938932,158.24,-33.120000000000005,-2.7600000000000002,29.141764705882352,28.058622155246933,-1958.0328240013955,-1,0,0,0,0,90,90
1747352046.1691213,1747352046.169.jpg,-0.03857421875,-0.002685546875,1.051513671875,0.5343511450381679,0.17557251908396945,1.183206106870229,158.24,-33.120000000000005,-3.68,29.23588235294118,28.058622155246933,-1958.0328240013955,-1,0,0,0,0,90,90
1747352046.4476361,1747352046.448.jpg,-0.023681640625,0.00146484375,1.05224609375,0.4351145038167939,-0.10687022900763359,0.9465648854961832,158.24,-33.120000000000005,-3.68,29.141764705882352,28.058622155246933,-1957.9754819954467,-1,0,0,0,0,90,90
1747352046.6926043,1747352046.693.jpg,-0.026611328125,0.003173828125,1.056396484375,0.5038167938931297,-1.916030534351145,1.0687022900763359,158.24,-32.2,-3.68,29.188823529411767,28.052255658441958,-1958.0637481702663,-1,0,0,0,0,90,90
1747352046.9593787,1747352046.959.jpg,-0.033203125,0.001708984375,1.049072265625,0.4580152671755725,-0.08396946564885496,0.916030534351145,158.24,-33.120000000000005,-3.68,29.04764705882353,28.04588892179378,-1958.1233399379892,-1,0,0,0,0,90,90
1747352047.2287672,1747352047.229.jpg,-0.02294921875,0.002685546875,1.05517578125,0.549618320610687,0.12213740458015267,0.8473282442748091,158.24,-33.120000000000005,-3.68,29.188823529411767,28.06498841227044,-1957.915883021772,-1,0,0,0,0,90,90
1747352047.493785,1747352047.494.jpg,-0.01953125,0.002197265625,1.05078125,0.5267175572519084,0.17557251908396945,1.099236641221374,158.24,-32.2,-3.68,29.188823529411767,28.058622155246933,-1958.0328240013955,-1,0,0,0,0,90,90
1747352047.7610202,1747352047.761.jpg,-0.02734375,0.0009765625,1.05908203125,0.6335877862595419,0.08396946564885496,1.1145038167938932,158.24,-33.120000000000005,-3.68,29.141764705882352,28.06498841227044,-1957.9445544342716,-1,0,0,0,0,90,90
1747352048.027882,1747352048.028.jpg,-0.02587890625,0.001220703125,1.051513671875,0.48854961832061067,0.08396946564885496,1.015267175572519,158.24,-33.120000000000005,-3.68,29.141764705882352,28.07772020721989,-1957.8826915247528,-1,0,0,0,0,90,90
1747352048.2948723,1747352048.295.jpg,-0.034423828125,-0.002197265625,1.05419921875,0.4580152671755725,-0.1450381679389313,1.1603053435114503,158.24,-33.120000000000005,-3.68,29.141764705882352,28.04588892179378,-1958.1233399379892,-1,0,0,0,0,90,90
1747352048.5614853,1747352048.561.jpg,-0.035400390625,-0.0029296875,1.055419921875,0.5877862595419847,0.09923664122137404,1.0534351145038168,158.24,-33.120000000000005,-3.68,29.141764705882352,28.058622155246933,-1958.0041530022409,-1,0,0,0,0,90,90
1747352048.8288867,1747352048.829.jpg,-0.02978515625,-0.013671875,1.0556640625,0.5267175572519084,0.061068702290076333,0.9618320610687023,158.24,-33.120000000000005,-3.68,29.141764705882352,28.06498841227044,-1957.9445544342716,-1,0,0,0,0,90,90
1747352049.095905,1747352049.096.jpg,-0.03173828125,0.001220703125,1.05908203125,0.42748091603053434,0.022900763358778626,1.0076335877862594,158.24,-33.120000000000005,-3.68,29.141764705882352,28.058622155246933,-1958.0328240013955,-1,0,0,0,0,90,90
1747352049.3634741,1747352049.363.jpg,-0.02880859375,-0.005615234375,1.046875,0.6259541984732825,0.11450381679389313,1.0534351145038168,158.24,-33.120000000000005,-3.68,29.23588235294118,28.052255658441958,-1957.949065720126,-1,0,0,0,0,90,90
1747352049.6306736,1747352049.631.jpg,-0.029052734375,0.004638671875,1.053466796875,0.6793893129770993,-0.061068702290076333,0.9236641221374046,158.24,-33.120000000000005,-3.68,29.23588235294118,28.058622155246933,-1957.9754819954467,-1,0,0,0,0,90,90
1747352049.897413,1747352049.897.jpg,-0.03271484375,0.002197265625,1.06201171875,0.5954198473282443,1.9465648854961832,0.9312977099236641,158.24,-33.120000000000005,-3.68,29.188823529411767,28.058622155246933,-1958.0901659767853,-1,0,0,0,0,90,90
1747352050.1646175,1747352050.165.jpg,-0.017333984375,0.014892578125,1.060546875,0.44274809160305345,-0.07633587786259542,0.9541984732824428,158.24,-33.120000000000005,-3.68,29.141764705882352,28.06498841227044,-1957.9445544342716,-1,0,0,0,0,90,90
1747352050.431712,1747352050.432.jpg,-0.023681640625,0.001708984375,1.046875,0.6335877862595419,0.19083969465648856,1.1297709923664123,158.24,-33.120000000000005,-3.68,29.188823529411767,28.058622155246933,-1958.0328240013955,-1,0,0,0,0,90,90
1747352050.6993437,1747352050.699.jpg,-0.03271484375,0.0,1.05810546875,0.6183206106870229,0.183206106870229,0.9236641221374046,158.24,-33.120000000000005,-3.68,29.141764705882352,28.06498841227044,-1957.9445544342716,-1,0,0,0,0,90,90
1747352050.9664285,1747352050.966.jpg,-0.03125,-0.0029296875,1.051513671875,0.5267175572519084,-1.9236641221374047,1.0610687022900764,157.32,-33.120000000000005,-3.68,29.141764705882352,28.06498841227044,-1958.0018972363503,-1,0,0,0,0,90,90
1747352051.2335532,1747352051.234.jpg,-0.029052734375,0.012451171875,1.057861328125,0.42748091603053434,0.17557251908396945,1.0076335877862594,158.24,-32.2,-3.68,29.188823529411767,28.06498841227044,-1957.915883021772,-1,0,0,0,0,90,90
1747352051.532864,1747352051.533.jpg,-0.0283203125,0.004150390625,1.05029296875,0.5801526717557252,0.030534351145038167,0.9312977099236641,158.24,-33.120000000000005,-3.68,29.188823529411767,28.06498841227044,-1957.915883021772,-1,0,0,0,0,90,90
1747352051.7684972,1747352051.768.jpg,-0.02734375,-0.001953125,1.049072265625,0.6030534351145038,-1.9389312977099236,0.8778625954198473,158.24,-32.2,-3.68,29.23588235294118,28.06498841227044,-1957.858540173853,-1,0,0,0,0,90,90
1747352052.0493271,1747352052.049.jpg,-0.031494140625,0.003662109375,1.05517578125,0.5114503816793893,0.1450381679389313,1.0381679389312977,158.24,-33.120000000000005,-3.68,29.23588235294118,28.06498841227044,-1958.059240007869,-1,0,0,0,0,90,90
1747352052.302228,1747352052.302.jpg,-0.02783203125,0.009521484375,1.058349609375,0.6259541984732825,0.11450381679389313,1.1450381679389312,158.24,-33.120000000000005,-3.68,29.141764705882352,28.071354429574193,-1958.0283114430672,-1,0,0,0,0,90,90
1747352052.5695724,1747352052.570.jpg,-0.019287109375,0.00537109375,1.050537109375,0.48091603053435117,-0.10687022900763359,1.0534351145038168,158.24,-34.04,-3.68,29.141764705882352,28.06498841227044,-1957.915883021772,-1,0,0,0,0,90,90
1747352052.8370175,1747352052.837.jpg,-0.02734375,-0.001220703125,1.050048828125,0.4198473282442748,0.06870229007633588,1.0763358778625953,158.24,-32.2,-3.68,29.188823529411767,28.07772020721989,-1957.9113637256992,-1,0,0,0,0,90,90
1747352053.110805,1747352053.111.jpg,-0.027587890625,0.003662109375,1.061279296875,0.4961832061068702,-0.08396946564885496,1.1450381679389312,158.24,-33.120000000000005,-3.68,29.188823529411767,28.06498841227044,-1957.9445544342716,-1,0,0,0,0,90,90
1747352053.3803341,1747352053.380.jpg,-0.0302734375,0.002685546875,1.062255859375,0.5572519083969466,0.1297709923664122,1.0687022900763359,158.24,-33.120000000000005,-3.68,29.141764705882352,28.07772020721989,-1957.8540193161657,-1,0,0,0,0,90,90
1747352053.6522193,1747352053.652.jpg,-0.044189453125,-0.0009765625,1.05322265625,0.6106870229007634,0.2366412213740458,1.1374045801526718,158.24,-33.120000000000005,-3.68,29.141764705882352,28.071354429574193,-1957.999639663078,-1,0,0,0,0,90,90
1747352053.9058669,1747352053.906.jpg,-0.026611328125,0.00341796875,1.0693359375,0.5114503816793893,0.22900763358778625,0.9847328244274809,158.24,-33.120000000000005,-3.68,29.330000000000002,28.06498841227044,-1957.9445544342716,-1,0,0,0,0,90,90
1747352054.1728566,1747352054.173.jpg,-0.027587890625,0.0048828125,1.058349609375,0.44274809160305345,0.1297709923664122,1.1068702290076335,158.24,-33.120000000000005,-3.68,29.141764705882352,28.06498841227044,-1957.9732258391311,-1,0,0,0,0,90,90
1747352054.4550197,1747352054.455.jpg,-0.029296875,0.005126953125,1.0576171875,0.3435114503816794,0.10687022900763359,1.0534351145038168,158.24,-33.120000000000005,-3.68,29.188823529411767,28.052255658441958,-1957.949065720126,-1,0,0,0,0,90,90
1747352054.7072322,1747352054.707.jpg,-0.031494140625,0.00341796875,1.053955078125,0.5572519083969466,1.9465648854961832,1.2213740458015268,158.24,-33.120000000000005,-3.68,29.23588235294118,28.071354429574193,-1957.999639663078,-1,0,0,0,0,90,90
1747352054.974041,1747352054.974.jpg,-0.026123046875,0.001953125,1.06005859375,0.5648854961832062,0.06870229007633588,1.0610687022900764,158.24,-33.120000000000005,-3.68,29.23588235294118,28.06498841227044,-1958.0305686259296,-1,0,0,0,0,90,90
1747352055.241214,1747352055.241.jpg,-0.0322265625,0.000732421875,1.061767578125,0.5038167938931297,-0.04580152671755725,1.1374045801526718,158.24,-33.120000000000005,-3.68,29.28294117647059,28.07772020721989,-1957.9400359190054,-1,0,0,0,0,90,90
1747352055.5083482,1747352055.508.jpg,-0.034423828125,0.00341796875,1.05615234375,0.33587786259541985,-0.007633587786259542,1.1526717557251909,158.24,-33.120000000000005,-3.68,29.23588235294118,28.06498841227044,-1957.9445544342716,-1,0,0,0,0,90,90
1747352055.7760456,1747352055.776.jpg,-0.026611328125,0.00732421875,1.06005859375,0.5572519083969466,0.022900763358778626,1.0381679389312977,158.24,-33.120000000000005,-3.68,29.188823529411767,28.06498841227044,-1957.9445544342716,-1,0,0,0,0,90,90
