timestamp,frame_file,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,temp_mpu,temp_bmp,pressure,altitude_bmp,motor_left_dir,motor_left_speed,motor_right_dir,motor_right_speed,servo1_angle,servo2_angle,e_stop_active
1747829106.8346367,1747829106.835.jpg,0.108642578125,-0.085693359375,1.066162109375,-0.022900763358778626,0.2748091603053435,1.1297709923664123,-174.8,10.120000000000001,0.92,27.777058823529412,26.465798666681888,0,0,2,255,1,255,90,85,0
1747829107.053653,1747829107.054.jpg,0.1015625,-0.0673828125,1.056640625,1.0534351145038168,-0.35877862595419846,1.1374045801526718,-174.8,11.040000000000001,0.92,27.68294117647059,26.452942050786277,0,0,1,200,2,255,90,85,0
1747829107.15765,1747829107.158.jpg,0.101806640625,-0.074462890625,1.05712890625,0.732824427480916,-0.08396946564885496,1.0381679389312977,-174.8,11.040000000000001,0.92,27.777058823529412,26.459370486683987,0,0,2,255,1,60,90,85,0
1747829107.258875,1747829107.259.jpg,0.0986328125,-0.079833984375,1.047607421875,0.4122137404580153,1.8778625954198473,1.297709923664122,-174.8,11.040000000000001,0.92,27.73,26.459370486683987,0,0,0,0,0,0,90,85,0
1747829107.368306,1747829107.368.jpg,0.09423828125,-0.08447265625,1.0546875,0.6412213740458015,0.015267175572519083,1.3587786259541985,-174.8,11.040000000000001,1.84,27.73,26.47865425924749,0,0,1,100,1,100,90,85,0
1747829107.4693046,1747829107.469.jpg,0.102783203125,-0.064697265625,1.052978515625,0.24427480916030533,0.2748091603053435,1.1603053435114503,-174.8,11.040000000000001,1.84,27.73,26.459370486683987,0,0,0,0,0,0,90,85,0
1747829107.5793538,1747829107.579.jpg,0.10009765625,-0.072021484375,1.058837890625,0.29770992366412213,0.21374045801526717,1.381679389312977,-174.8,11.040000000000001,1.84,27.73,26.465798666681888,0,0,1,100,1,100,90,85,0
1747829107.6802518,1747829107.680.jpg,0.09912109375,-0.077880859375,1.05322265625,0.5954198473282443,1.9465648854961832,1.2213740458015268,-174.8,11.040000000000001,0.92,27.777058823529412,26.465798666681888,0,0,1,255,1,255,90,85,0
1747829107.7821276,1747829107.782.jpg,0.095947265625,-0.0771484375,1.05908203125,0.6564885496183206,-0.31297709923664124,1.1526717557251909,-174.8,11.040000000000001,0.92,27.824117647058827,26.465798666681888,0,0,1,200,1,200,90,85,0
1747829107.891079,1747829107.891.jpg,0.089599609375,-0.07666015625,1.051513671875,0.6641221374045801,0.061068702290076333,1.083969465648855,-175.72,10.120000000000001,0.92,27.73,26.465798666681888,0,0,0,0,0,0,90,90,0
1747829107.99286,1747829107.993.jpg,0.09375,-0.078857421875,1.067138671875,0.8015267175572519,-0.16030534351145037,1.1984732824427482,-174.8,11.040000000000001,0.92,27.777058823529412,26.459370486683987,0,0,0,0,0,0,90,90,0
1747829108.102601,1747829108.103.jpg,0.08984375,-0.0703125,1.054931640625,0.21374045801526717,1.9312977099236641,1.2366412213740459,-174.8,11.040000000000001,0.92,27.68294117647059,26.465798666681888,0,0,0,0,0,0,90,90,0
1747829108.2041528,1747829108.204.jpg,0.099609375,-0.077392578125,1.07666015625,0.35877862595419846,-0.16793893129770993,1.16793893129771,-174.8,11.040000000000001,0.92,27.777058823529412,26.465798666681888,0,0,0,1,0,0,90,90,0
1747829108.31331,1747829108.313.jpg,0.091064453125,-0.070556640625,1.0576171875,0.4732824427480916,1.9312977099236641,1.2213740458015268,-174.8,11.040000000000001,0.92,27.777058823529412,26.465798666681888,0,0,0,20,0,0,90,90,0
1747829108.4141357,1747829108.414.jpg,0.102783203125,-0.07177734375,1.053955078125,0.5114503816793893,-0.2824427480916031,1.282442748091603,-175.72,11.040000000000001,0.92,27.777058823529412,26.47865425924749,0,0,0,0,0,0,90,90,0
1747829108.5160313,1747829108.516.jpg,0.100341796875,-0.07470703125,1.0517578125,0.6793893129770993,1.9236641221374047,1.2213740458015268,-174.8,10.120000000000001,0.92,27.777058823529412,26.47865425924749,0,0,0,0,0,0,90,90,0
1747829108.7845764,1747829108.785.jpg,0.096435546875,-0.07275390625,1.0546875,0.7480916030534351,0.05343511450381679,1.213740458015267,-175.72,11.040000000000001,0.92,27.68294117647059,26.4722265908473,0,0,0,0,0,0,90,90,1
1747829108.8853605,1747829108.885.jpg,0.0947265625,-0.07666015625,1.0537109375,0.6030534351145038,-0.05343511450381679,1.1068702290076335,-174.8,11.040000000000001,0.92,27.824117647058827,26.465798666681888,0,0,0,0,0,0,90,90,1
1747829108.9859931,1747829108.986.jpg,0.10595703125,-0.07177734375,1.06103515625,0.4122137404580153,0.08396946564885496,1.2213740458015268,-174.8,11.040000000000001,0.92,27.777058823529412,26.465798666681888,0,0,0,0,0,0,90,90,1
1747829109.1871061,1747829109.187.jpg,0.097412109375,-0.076171875,1.047119140625,0.6183206106870229,-0.13740458015267176,1.1068702290076335,-174.8,11.040000000000001,0.92,27.777058823529412,26.47865425924749,0,0,0,0,0,0,90,90,1
1747829109.287966,1747829109.288.jpg,0.098876953125,-0.076416015625,1.070068359375,0.7557251908396947,-0.05343511450381679,1.015267175572519,-174.8,11.040000000000001,0.92,27.635882352941177,26.4722265908473,0,0,0,0,0,0,90,90,1
1747829109.3882625,1747829109.388.jpg,0.096923828125,-0.075927734375,1.055908203125,0.4198473282442748,-1.9083969465648856,0.9923664122137404,-175.72,11.040000000000001,0.92,27.73,26.47865425924749,0,0,0,0,0,0,90,90,1
1747829109.5894709,1747829109.589.jpg,0.095703125,-0.0751953125,1.0546875,0.8320610687022901,-1.9465648854961832,1.0305343511450382,-175.72,11.040000000000001,0.92,27.73,26.47865425924749,0,0,0,0,0,0,90,90,1
1747829109.6902003,1747829109.690.jpg,0.09912109375,-0.07177734375,1.06298828125,0.6946564885496184,-0.183206106870229,1.3053435114503817,-175.72,10.120000000000001,0.92,27.73,26.47865425924749,0,0,0,0,0,0,90,90,1
1747829109.790629,1747829109.791.jpg,0.095947265625,-0.073486328125,1.05712890625,0.549618320610687,-0.030534351145038167,1.1603053435114503,-174.8,11.040000000000001,0.92,27.73,26.4722265908473,0,0,0,0,0,0,90,90,1
1747829109.9917133,1747829109.992.jpg,0.093017578125,-0.080810546875,1.062255859375,0.7251908396946565,0.007633587786259542,1.1603053435114503,-174.8,10.120000000000001,0.92,27.777058823529412,26.465798666681888,0,0,0,0,0,0,90,90,1
1747829110.0924938,1747829110.092.jpg,0.100830078125,-0.071533203125,1.049072265625,0.6259541984732825,-0.11450381679389313,1.2595419847328244,-174.8,11.040000000000001,0.92,27.68294117647059,26.47865425924749,0,0,0,0,0,0,90,90,1
1747829110.192907,1747829110.193.jpg,0.095458984375,-0.09375,1.054443359375,0.48091603053435117,0.0,1.3206106870229009,-175.72,11.040000000000001,0.92,27.68294117647059,26.47865425924749,0,0,0,0,0,0,90,90,1
1747829110.2993128,1747829110.299.jpg,0.099853515625,-0.076904296875,1.0673828125,0.6717557251908397,1.916030534351145,1.1908396946564885,-174.8,11.040000000000001,0.92,27.87117647058824,26.4722265908473,0,0,1,100,1,100,90,85,0
1747829110.439944,1747829110.440.jpg,0.0830078125,-0.064453125,1.003662109375,1.916030534351145,1.9389312977099236,1.450381679389313,-174.8,5.5200000000000005,0.92,27.87117647058824,26.4722265908473,0,0,1,100,1,100,90,85,0
1747829110.5956078,1747829110.596.jpg,0.105224609375,-0.05615234375,0.986328125,1.3358778625954197,0.9465648854961832,0.40458015267175573,-172.96,8.280000000000001,0.92,27.777058823529412,26.465798666681888,0,0,1,100,1,100,90,85,0
1747829110.6959279,1747829110.696.jpg,0.112060546875,-0.15869140625,1.014404296875,1.9618320610687023,1.8778625954198473,1.0305343511450382,-174.8,6.44,0.92,27.73,26.47865425924749,0,0,1,100,1,100,90,85,0
1747829110.7962916,1747829110.796.jpg,0.09765625,-0.091064453125,1.03125,-1.8396946564885497,-0.5801526717557252,1.0458015267175573,-172.96,7.36,0.92,27.68294117647059,26.4722265908473,0,0,1,100,1,100,90,85,0
1747829110.9099293,1747829110.910.jpg,0.0888671875,-0.065185546875,1.00927734375,1.8015267175572518,0.3053435114503817,0.5190839694656488,-174.8,7.36,0.0,27.777058823529412,26.47865425924749,0,0,1,150,1,150,90,85,0
1747829111.0980625,1747829111.098.jpg,0.109130859375,-0.137451171875,1.060546875,1.8473282442748091,0.5648854961832062,1.1068702290076335,-175.72,6.44,0.0,27.777058823529412,26.47865425924749,0,0,1,150,1,150,90,85,0
1747829111.1988575,1747829111.199.jpg,0.09619140625,0.019287109375,0.9951171875,2.3282442748091605,-0.5725190839694656,1.3740458015267176,-173.88,6.44,0.0,27.73,26.47865425924749,0,0,1,150,1,150,90,85,0
1747829111.4004364,1747829111.400.jpg,0.098388671875,-0.137451171875,1.041015625,-0.648854961832061,0.8015267175572519,1.2366412213740459,-173.88,5.5200000000000005,0.92,27.68294117647059,26.47865425924749,0,0,1,150,1,150,90,85,0
1747829111.5016503,1747829111.502.jpg,0.099853515625,-0.093994140625,0.99609375,2.053435114503817,-0.732824427480916,1.2748091603053435,-175.72,6.44,0.0,27.73,26.48508167194974,0,0,1,150,1,150,90,85,0
1747829111.601633,1747829111.602.jpg,0.080810546875,-0.03857421875,1.015869140625,0.33587786259541985,-0.549618320610687,1.5190839694656488,-173.88,7.36,0.92,27.824117647058827,26.465798666681888,0,0,1,150,1,150,90,85,0
1747829111.8026788,1747829111.803.jpg,0.108642578125,-0.132080078125,1.05029296875,1.3511450381679388,-1.0381679389312977,1.6793893129770991,-173.88,7.36,0.92,27.68294117647059,26.465798666681888,0,0,1,150,1,150,90,85,0
1747829111.8551967,1747829111.855.jpg,0.099853515625,-0.094970703125,0.979736328125,-0.2366412213740458,0.3282442748091603,1.2595419847328244,-173.88,8.280000000000001,0.92,27.824117647058827,26.47865425924749,0,0,1,200,1,200,90,85,0
1747829112.1053507,1747829112.105.jpg,0.13427734375,-0.07421875,1.2158203125,-3.633587786259542,-1.9541984732824427,1.0305343511450382,-175.72,6.44,0.0,27.73,26.47865425924749,0,0,1,200,1,200,90,85,0
1747829112.2060766,1747829112.206.jpg,0.07958984375,-0.1201171875,1.027587890625,1.1450381679389312,2.312977099236641,0.8015267175572519,-172.96,7.36,0.0,27.777058823529412,26.48508167194974,0,0,1,200,1,200,90,85,0
1747829112.4073741,1747829112.407.jpg,0.087646484375,-0.061767578125,1.233154296875,0.5190839694656488,-1.183206106870229,0.21374045801526717,-172.96,6.44,0.92,27.73,26.47865425924749,0,0,1,200,1,200,90,85,0
1747829112.5087423,1747829112.509.jpg,0.14111328125,-0.19677734375,1.025390625,1.8396946564885497,-1.6030534351145038,1.816793893129771,-173.88,7.36,0.92,27.824117647058827,26.491508829021278,0,0,1,200,1,200,90,85,0
1747829112.6093495,1747829112.609.jpg,0.070068359375,-0.045166015625,1.18115234375,0.6335877862595419,-3.2519083969465647,1.3740458015267176,-172.96,8.280000000000001,0.92,27.68294117647059,26.48508167194974,0,0,1,200,1,200,90,85,0
1747829112.774487,1747829112.774.jpg,0.12646484375,-0.025146484375,1.1513671875,-0.22137404580152673,-3.3053435114503817,1.1145038167938932,-172.96,6.44,0.92,27.777058823529412,26.47865425924749,0,0,1,200,1,200,90,85,0
1747829112.854924,1747829112.855.jpg,0.07275390625,-0.076416015625,1.16064453125,0.48854961832061067,-0.48091603053435117,1.618320610687023,-173.88,5.5200000000000005,0.0,27.73,26.48508167194974,0,0,1,255,1,255,90,85,0
1747829113.1123762,1747829113.112.jpg,0.048095703125,-0.136474609375,1.0673828125,0.8320610687022901,3.5343511450381677,0.9389312977099237,-172.96,6.44,0.0,27.87117647058824,26.49793573052932,0,0,1,255,1,255,90,85,0
